,Filepath,Label
1972,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03931.jpg,POSITIVE
1973,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14940.jpg,NEGATIVE
1974,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01927.jpg,NEGATIVE
1975,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03539.jpg,POSITIVE
1976,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07252.jpg,POSITIVE
1977,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00176.jpg,POSITIVE
1978,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08915.jpg,POSITIVE
1979,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00159.jpg,NEGATIVE
1980,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05618.jpg,POSITIVE
1981,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17739.jpg,NEGATIVE
1982,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00341.jpg,POSITIVE
1983,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05673.jpg,NEGATIVE
1984,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02850.jpg,NEGATIVE
1985,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11221.jpg,NEGATIVE
1986,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01543.jpg,NEGATIVE
1987,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12303.jpg,NEGATIVE
1988,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15853_1.jpg,POSITIVE
1989,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13144.jpg,NEGATIVE
1990,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19821.jpg,NEGATIVE
1991,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03812.jpg,POSITIVE
1992,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13089.jpg,NEGATIVE
1993,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18069_1.jpg,POSITIVE
1994,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09151.jpg,NEGATIVE
1995,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19454.jpg,POSITIVE
1996,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08514.jpg,POSITIVE
1997,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13746_1.jpg,POSITIVE
1998,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10135_1.jpg,POSITIVE
1999,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12484.jpg,NEGATIVE
2000,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19263.jpg,NEGATIVE
2001,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05452.jpg,POSITIVE
2002,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04703.jpg,NEGATIVE
2003,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07842.jpg,NEGATIVE
2004,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19982.jpg,NEGATIVE
2005,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00227.jpg,NEGATIVE
2006,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04674.jpg,NEGATIVE
2007,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16685.jpg,NEGATIVE
2008,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05816.jpg,POSITIVE
2009,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19109.jpg,NEGATIVE
2010,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11396.jpg,NEGATIVE
2011,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11509.jpg,NEGATIVE
2012,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05501.jpg,POSITIVE
2013,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14788_1.jpg,POSITIVE
2014,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00222.jpg,POSITIVE
2015,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06846.jpg,POSITIVE
2016,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08816.jpg,NEGATIVE
2017,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06108.jpg,NEGATIVE
2018,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08398.jpg,NEGATIVE
2019,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09190.jpg,NEGATIVE
2020,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15465_1.jpg,POSITIVE
2021,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02703.jpg,NEGATIVE
2022,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16796.jpg,NEGATIVE
2023,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06483.jpg,POSITIVE
2024,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09875.jpg,NEGATIVE
2025,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18491_1.jpg,POSITIVE
2026,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02639.jpg,NEGATIVE
2027,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08100.jpg,NEGATIVE
2028,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00767.jpg,POSITIVE
2029,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18285_1.jpg,POSITIVE
2030,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17104.jpg,NEGATIVE
2031,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13430.jpg,NEGATIVE
2032,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08094.jpg,POSITIVE
2033,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05110.jpg,POSITIVE
2034,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00417.jpg,NEGATIVE
2035,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09531.jpg,POSITIVE
2036,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00544.jpg,POSITIVE
2037,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05541.jpg,NEGATIVE
2038,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18477.jpg,NEGATIVE
2039,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09422.jpg,NEGATIVE
2040,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18286_1.jpg,POSITIVE
2041,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15911_1.jpg,POSITIVE
2042,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12805_1.jpg,POSITIVE
2043,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14039.jpg,NEGATIVE
2044,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06366.jpg,NEGATIVE
2045,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17156.jpg,NEGATIVE
2046,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03089.jpg,NEGATIVE
2047,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15012_1.jpg,POSITIVE
2048,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04922.jpg,POSITIVE
2049,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11688.jpg,NEGATIVE
2050,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11796_1.jpg,POSITIVE
2051,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15981_1.jpg,POSITIVE
2052,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01483.jpg,POSITIVE
2053,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09278.jpg,POSITIVE
2054,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16405_1.jpg,POSITIVE
2055,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11580_1.jpg,POSITIVE
2056,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03169.jpg,POSITIVE
2057,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11585_1.jpg,POSITIVE
2058,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11094_1.jpg,POSITIVE
2059,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18118_1.jpg,POSITIVE
2060,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02001.jpg,NEGATIVE
2061,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08327.jpg,POSITIVE
2062,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17380.jpg,NEGATIVE
2063,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17214.jpg,NEGATIVE
2064,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00930.jpg,POSITIVE
2065,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12764.jpg,NEGATIVE
2066,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00355.jpg,POSITIVE
2067,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03088.jpg,POSITIVE
2068,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19218_1.jpg,POSITIVE
2069,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09898.jpg,NEGATIVE
2070,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14480_1.jpg,POSITIVE
2071,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16873.jpg,NEGATIVE
2072,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03848.jpg,POSITIVE
2073,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05791.jpg,NEGATIVE
2074,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02526.jpg,POSITIVE
2075,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03996.jpg,NEGATIVE
2076,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16493_1.jpg,POSITIVE
2077,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08872.jpg,NEGATIVE
2078,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17263.jpg,NEGATIVE
2079,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14423.jpg,NEGATIVE
2080,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14769.jpg,NEGATIVE
2081,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02528.jpg,NEGATIVE
2082,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03616.jpg,POSITIVE
2083,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03184.jpg,POSITIVE
2084,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18132.jpg,NEGATIVE
2085,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00200.jpg,NEGATIVE
2086,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14431.jpg,NEGATIVE
2087,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13910.jpg,NEGATIVE
2088,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09791.jpg,POSITIVE
2089,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18665.jpg,NEGATIVE
2090,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12368_1.jpg,POSITIVE
2091,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05015.jpg,POSITIVE
2092,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04406.jpg,POSITIVE
2093,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02129.jpg,NEGATIVE
2094,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05128.jpg,NEGATIVE
2095,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16295_1.jpg,POSITIVE
2096,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15187.jpg,NEGATIVE
2097,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17604.jpg,NEGATIVE
2098,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13123_1.jpg,POSITIVE
2099,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06114.jpg,POSITIVE
2100,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06650.jpg,POSITIVE
2101,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15333.jpg,NEGATIVE
2102,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03546.jpg,POSITIVE
2103,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15508.jpg,NEGATIVE
2104,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09806.jpg,NEGATIVE
2105,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10040.jpg,NEGATIVE
2106,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16629.jpg,NEGATIVE
2107,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04120.jpg,NEGATIVE
2108,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01267.jpg,POSITIVE
2109,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02905.jpg,POSITIVE
2110,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02968.jpg,POSITIVE
2111,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01261.jpg,NEGATIVE
2112,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18281_1.jpg,POSITIVE
2113,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00414.jpg,NEGATIVE
2114,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19695.jpg,NEGATIVE
2115,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10706_1.jpg,POSITIVE
2116,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13071_1.jpg,POSITIVE
2117,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00628.jpg,POSITIVE
2118,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05491.jpg,POSITIVE
2119,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00385.jpg,POSITIVE
2120,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00094.jpg,POSITIVE
2121,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14809_1.jpg,POSITIVE
2122,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15024.jpg,NEGATIVE
2123,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03684.jpg,NEGATIVE
2124,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02872.jpg,POSITIVE
2125,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14510_1.jpg,POSITIVE
2126,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15655_1.jpg,POSITIVE
2127,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07047.jpg,POSITIVE
2128,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13723.jpg,NEGATIVE
2129,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01053.jpg,NEGATIVE
2130,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08450.jpg,POSITIVE
2131,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17040_1.jpg,POSITIVE
2132,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14668.jpg,NEGATIVE
2133,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05946.jpg,POSITIVE
2134,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10661.jpg,NEGATIVE
2135,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18930.jpg,NEGATIVE
2136,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14551.jpg,NEGATIVE
2137,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12635.jpg,NEGATIVE
2138,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08941.jpg,POSITIVE
2139,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10190.jpg,NEGATIVE
2140,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02919.jpg,POSITIVE
2141,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14868_1.jpg,POSITIVE
2142,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16494.jpg,NEGATIVE
2143,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01255.jpg,NEGATIVE
2144,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04097.jpg,NEGATIVE
2145,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00143.jpg,POSITIVE
2146,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00232.jpg,POSITIVE
2147,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10712_1.jpg,POSITIVE
2148,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00688.jpg,POSITIVE
2149,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07604.jpg,POSITIVE
2150,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00634.jpg,NEGATIVE
2151,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02068.jpg,NEGATIVE
2152,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01622.jpg,POSITIVE
2153,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05005.jpg,NEGATIVE
2154,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18412_1.jpg,POSITIVE
2155,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19442.jpg,POSITIVE
2156,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04015.jpg,POSITIVE
2157,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10783.jpg,NEGATIVE
2158,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00860.jpg,POSITIVE
2159,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18141_1.jpg,POSITIVE
2160,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03547.jpg,NEGATIVE
2161,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09625.jpg,NEGATIVE
2162,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19236.jpg,NEGATIVE
2163,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09965.jpg,POSITIVE
2164,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00100.jpg,POSITIVE
2165,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09844.jpg,NEGATIVE
2166,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14309.jpg,NEGATIVE
2167,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06987.jpg,NEGATIVE
2168,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13546.jpg,NEGATIVE
2169,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17673_1.jpg,POSITIVE
2170,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06669.jpg,NEGATIVE
2171,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09713.jpg,POSITIVE
2172,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11846_1.jpg,POSITIVE
2173,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03899.jpg,NEGATIVE
2174,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11913.jpg,NEGATIVE
2175,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14694_1.jpg,POSITIVE
2176,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18258.jpg,NEGATIVE
2177,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08124.jpg,NEGATIVE
2178,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05417.jpg,POSITIVE
2179,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09018.jpg,NEGATIVE
2180,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00406.jpg,POSITIVE
2181,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10450_1.jpg,POSITIVE
2182,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02527.jpg,NEGATIVE
2183,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10046_1.jpg,POSITIVE
2184,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06507.jpg,NEGATIVE
2185,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14273.jpg,NEGATIVE
2186,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06076.jpg,POSITIVE
2187,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12097.jpg,NEGATIVE
2188,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09049.jpg,POSITIVE
2189,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16049.jpg,NEGATIVE
2190,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02997.jpg,POSITIVE
2191,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00257.jpg,POSITIVE
2192,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03997.jpg,NEGATIVE
2193,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10183_1.jpg,POSITIVE
2194,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03400.jpg,POSITIVE
2195,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09684.jpg,POSITIVE
2196,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00299.jpg,NEGATIVE
2197,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03438.jpg,POSITIVE
2198,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08332.jpg,NEGATIVE
2199,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15099_1.jpg,POSITIVE
2200,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15793_1.jpg,POSITIVE
2201,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02719.jpg,NEGATIVE
2202,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02016.jpg,POSITIVE
2203,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11164_1.jpg,POSITIVE
2204,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12006.jpg,NEGATIVE
2205,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00838.jpg,NEGATIVE
2206,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03126.jpg,POSITIVE
2207,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19703.jpg,NEGATIVE
2208,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09442.jpg,NEGATIVE
2209,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01578.jpg,NEGATIVE
2210,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11881.jpg,NEGATIVE
2211,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06431.jpg,POSITIVE
2212,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19488.jpg,NEGATIVE
2213,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12428_1.jpg,POSITIVE
2214,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02689.jpg,POSITIVE
2215,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02642.jpg,POSITIVE
2216,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07282.jpg,NEGATIVE
2217,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10850_1.jpg,POSITIVE
2218,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17590_1.jpg,POSITIVE
2219,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16691_1.jpg,POSITIVE
2220,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18801.jpg,NEGATIVE
2221,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10823.jpg,NEGATIVE
2222,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08024.jpg,NEGATIVE
2223,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06588.jpg,NEGATIVE
2224,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08805.jpg,POSITIVE
2225,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03947.jpg,POSITIVE
2226,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03433.jpg,NEGATIVE
2227,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16510_1.jpg,POSITIVE
2228,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07977.jpg,POSITIVE
2229,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12510_1.jpg,POSITIVE
2230,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05331.jpg,POSITIVE
